product_id,category,brand,season,size,color,original_price,markdown_percentage,current_price,purchase_date,stock_quantity,customer_rating,is_returned,return_reason,total_sales,country,countryCode,longitude,latitude
FB000446,Tops,Ann Taylor,Spring,,Purple,58.56,0,58.56,1/23/2025,21,2.3,FALSE,,1092.52,Mainland China,CN,114.192439,22.643171
FB000447,Dresses,H&M,Summer,L,Pink,167.64,0,167.64,3/1/2024,18,4.1,FALSE,,588.54,Mainland China,CN,112.8688857,23.17313077
FB000448,Outerwear,Zara,Fall,XXL,Red,193.14,0,193.14,6/22/2024,7,3.5,FALSE,,121.99,Mainland China,CN,114.886335,40.767545
FB000449,Accessories,Gap,Winter,,Gray,60.06,15.6,50.69,6/13/2024,49,2,TRUE,Color Mismatch,495.4,Mainland China,CN,121.4769626,31.21015739
FB000450,Bottoms,Banana Republic,Fall,M,Gray,35.37,0,35.37,9/19/2024,29,4.7,FALSE,,347.24,Mainland China,CN,112.5345736,32.98728034
FB000451,Accessories,Mango,Summer,,Purple,39.85,0,39.85,6/30/2024,28,2.4,FALSE,,374.46,Mainland China,CN,113.647129,34.81872698
FB000452,Tops,Zara,Winter,XL,Black,85.34,59.4,34.65,7/15/2024,5,4.9,FALSE,,335.17,Mainland China,CN,104.643215,28.751769
FB000453,Bottoms,Forever21,Fall,XXL,White,81.17,0,81.17,2/4/2024,21,1.2,FALSE,,493.75,Mainland China,CN,109.4098062,24.32045219
FB000454,Accessories,Ann Taylor,Spring,,White,16.81,0,16.81,7/31/2025,16,2.8,FALSE,,1689.7,Mainland China,CN,118.7273541,32.12729731
FB000455,Tops,Ann Taylor,Winter,XL,Black,115.71,55,52.07,9/27/2024,6,1.6,FALSE,,570.9,Mainland China,CN,113.3806658,22.53341053
FB000456,Bottoms,Mango,Summer,XXL,Pink,49.87,0,49.87,11/8/2024,17,2.1,FALSE,,346.57,Mainland China,CN,117.2892102,31.85814363
FB000457,Shoes,Mango,Fall,XS,Beige,107.96,52.9,50.85,12/15/2024,2,4.9,FALSE,,551.14,Mainland China,CN,120.2092937,29.28365919
FB000458,Shoes,Mango,Summer,M,Black,138.35,31.7,94.49,3/7/2024,3,2.5,FALSE,,409.66,Mainland China,CN,117.944232,40.9785909
FB000459,Tops,Gap,Spring,XS,Red,32.01,0,32.01,5/9/2025,43,3.4,TRUE,Wrong Item,1759.6,Mainland China,CN,114.4784249,38.04267878
FB000460,Dresses,H&M,Fall,XS,Black,129.08,50.6,63.77,12/1/2024,10,4.4,FALSE,,554.86,Mainland China,CN,120.2291437,35.95907969
FB000461,Dresses,Banana Republic,Winter,M,Gray,68.57,56.4,29.9,1/31/2024,30,1.8,FALSE,,729.66,Mainland China,CN,114.345201,22.699019
FB000462,Accessories,H&M,Winter,,Gray,46.46,0,46.46,6/29/2024,30,,FALSE,,227.54,Mainland China,CN,113.1966268,23.13828695
FB000463,Outerwear,Banana Republic,Fall,XXL,White,124.68,58.2,52.12,12/8/2024,44,3.2,FALSE,,686.14,Mainland China,CN,114.305393,30.69884215
FB000464,Bottoms,H&M,Spring,XL,Red,36.85,0,36.85,7/3/2025,0,4.4,FALSE,,1223.93,Mainland China,CN,118.675676,24.874132
FB000465,Outerwear,Ann Taylor,Winter,XS,Black,229.63,0.3,228.94,10/15/2024,30,3.4,FALSE,,494.75,Mainland China,CN,113.3347966,33.73391276
FB000466,Tops,Ann Taylor,Spring,S,Navy,74.09,0,74.09,9/7/2024,35,3.4,FALSE,,104.9,Mainland China,CN,101.8139296,36.604457
FB000467,Bottoms,Banana Republic,Spring,XS,Brown,27.22,0,27.22,9/9/2024,14,2.4,FALSE,,476.26,Mainland China,CN,109.1252669,21.45875512
FB000468,Tops,Ann Taylor,Spring,L,Purple,32.64,1.4,32.18,5/6/2025,29,1.5,TRUE,Changed Mind,940.88,Mainland China,CN,113.4004485,23.1137796
FB000469,Accessories,Zara,Summer,,Purple,30.25,11.8,26.68,12/29/2024,30,3.4,FALSE,,268.76,Mainland China,CN,87.308225,44.011183
FB000470,Outerwear,Uniqlo,Summer,S,Brown,180.57,0,180.57,11/14/2024,28,,FALSE,,289.61,Mainland China,CN,103.834304,36.061089
FB000471,Bottoms,Uniqlo,Summer,XS,White,96.55,0,96.55,6/4/2024,17,4.4,FALSE,,166.55,Mainland China,CN,115.670177,37.73892
FB000472,Bottoms,Ann Taylor,Fall,,Pink,68.53,54.3,31.32,10/29/2024,38,2.9,FALSE,,211.41,Mainland China,CN,126.494133,45.79910774
FB000473,Shoes,Gap,Fall,XS,White,71.94,0,71.94,6/2/2024,45,3.3,FALSE,,129.95,Mainland China,CN,117.6766567,39.01530229
FB000474,Shoes,Gap,Fall,L,Blue,80.72,9.9,72.73,11/3/2024,37,2.5,FALSE,,488.48,Mainland China,CN,121.1265027,41.09034843
FB000475,Outerwear,Zara,Winter,L,Green,208.8,0,208.8,7/4/2024,13,1.6,FALSE,,398.75,Mainland China,CN,112.7385768,37.71784908
FB000476,Shoes,Mango,Summer,M,Navy,158.15,54.1,72.59,1/5/2024,36,4.5,FALSE,,568.34,Mainland China,CN,111.6180317,40.8259604
FB000477,Tops,Zara,Fall,S,White,85.92,0,85.92,5/25/2024,12,,FALSE,,615,Mainland China,CN,121.5401539,38.9491991
FB000478,Accessories,Gap,Spring,,Pink,69.59,0,69.59,9/26/2024,38,1.5,FALSE,,587.78,Mainland China,CN,116.4508682,39.91681863
FB000479,Dresses,Zara,Winter,XL,Red,136.17,19.1,110.16,9/18/2024,14,,FALSE,,453.95,Mainland China,CN,112.5344594,37.80904307
FB000480,Shoes,Mango,Spring,XS,Pink,124.26,0,124.26,8/8/2024,44,4,FALSE,,431.5,Mainland China,CN,114.1322836,22.59248422
FB000481,Shoes,Banana Republic,Winter,S,Black,129.33,0,129.33,12/11/2024,15,3.1,FALSE,,324.49,Mainland China,CN,119.9535056,31.7652089
FB000482,Dresses,H&M,Spring,S,Navy,123.93,30,86.75,7/31/2025,39,1.9,FALSE,,1342.92,Mainland China,CN,121.5258872,31.22892253
FB000483,Shoes,Zara,Summer,XS,Beige,62.76,0,62.76,9/12/2024,12,4.7,FALSE,,346.64,Mainland China,CN,112.9860209,28.20355309
FB000484,Shoes,Uniqlo,Spring,XS,Blue,74.54,0,74.54,11/7/2024,4,3.5,FALSE,,728.86,Mainland China,CN,120.303485,30.405057
FB000485,Tops,Gap,Summer,S,Pink,114.03,0,114.03,9/19/2024,2,,FALSE,,188.09,Mainland China,CN,126.5744676,43.84533437
FB000486,Accessories,Gap,Fall,,White,20.59,27.6,14.91,6/25/2024,36,,FALSE,,147.45,Mainland China,CN,121.4660668,31.2195638
FB000487,Shoes,Banana Republic,Summer,XL,Blue,167.86,0,167.86,9/7/2024,17,3.2,FALSE,,578.74,Mainland China,CN,118.7857676,32.0234317
FB000488,Accessories,Uniqlo,Fall,,Gray,62.2,37.7,38.75,4/27/2024,16,3.1,FALSE,,553.32,Mainland China,CN,113.9756882,22.5374379
FB000489,Outerwear,Banana Republic,Fall,,Pink,223.69,6.3,209.6,2/19/2024,18,1.9,FALSE,,542.8,Mainland China,CN,116.9798416,36.64895047
FB000490,Accessories,Mango,Summer,,Blue,67.13,0,67.13,7/29/2024,3,1.4,FALSE,,115.31,Mainland China,CN,120.6524134,31.32002426
FB000491,Dresses,Zara,Summer,M,Red,144.81,33.3,96.59,5/8/2024,33,2.8,FALSE,,957.85,Mainland China,CN,116.4191875,39.89893607
FB000492,Outerwear,Gap,Winter,XS,Purple,152.93,53,71.88,9/1/2024,2,4.6,TRUE,Changed Mind,155.54,Mainland China,CN,121.4413691,31.24339787
FB000493,Dresses,Forever21,Summer,XXL,White,111.29,0,111.29,5/3/2024,48,4.9,FALSE,,660.52,Mainland China,CN,121.5536731,29.86965682
FB000494,Outerwear,Banana Republic,Winter,XS,Pink,159.18,0,159.18,5/24/2024,38,2.4,TRUE,Quality Issue,310.89,Mainland China,CN,121.3878965,31.10795556
FB000495,Outerwear,Zara,Winter,XXL,White,215.93,0,215.93,11/28/2024,43,3.5,FALSE,,442.14,Mainland China,CN,113.2829505,23.12679831
FB000496,Tops,Ann Taylor,Spring,,Beige,51.69,33.4,34.43,8/7/2024,36,3.4,FALSE,,126.08,Mainland China,CN,116.4402723,39.92208778
FB000497,Outerwear,Ann Taylor,Summer,L,Pink,137.38,0,137.38,6/22/2024,43,3.5,FALSE,,174.5,Mainland China,CN,116.2937379,39.97400407
FB000498,Bottoms,Forever21,Fall,XXL,Green,96.7,38.8,59.18,2/19/2024,46,1.7,FALSE,,514.18,Mainland China,CN,121.3973845,31.2320901
FB000499,Bottoms,H&M,Spring,M,Purple,58.73,38.1,36.35,12/27/2024,50,1.2,FALSE,,246.47,Mainland China,CN,113.6814809,34.78502973
FB000500,Outerwear,Gap,Winter,S,Green,204.68,0,204.68,3/5/2024,33,3.1,FALSE,,301.78,Mainland China,CN,113.3266604,23.13289149
FB000501,Bottoms,Forever21,Spring,L,White,117.26,0,117.26,9/25/2024,29,,FALSE,,289.37,Mainland China,CN,116.3671875,39.85506977
FB000502,Outerwear,Gap,Summer,XXL,White,91.95,0,91.95,8/18/2024,1,2.5,FALSE,,149.45,Mainland China,CN,121.5939116,29.8614879
FB000503,Bottoms,Gap,Fall,XL,Navy,94.53,0,94.53,5/31/2024,13,2.4,FALSE,,900.71,Mainland China,CN,106.529156,29.579914
FB000504,Dresses,Mango,Fall,XXL,White,71.94,3,69.78,6/14/2024,45,1.4,FALSE,,308.69,Mainland China,CN,104.0603087,30.602935
FB000505,Dresses,Ann Taylor,Winter,XL,Green,177.72,5.9,167.23,9/20/2024,47,,FALSE,,422.6,Mainland China,CN,123.4703529,41.80306644
FB000506,Accessories,Zara,Summer,,White,34.4,0,34.4,11/17/2024,43,3,TRUE,Wrong Item,670.94,Mainland China,CN,123.3750231,41.8075425
FB000507,Bottoms,Banana Republic,Spring,M,Gray,119.72,0,119.72,1/18/2025,18,3.7,FALSE,,918.32,Mainland China,CN,104.069868,30.665566
FB000508,Accessories,H&M,Summer,,Brown,44.09,0,44.09,3/8/2024,2,2,FALSE,,533.92,Mainland China,CN,112.9711676,28.20307025
FB000509,Bottoms,Mango,Spring,XL,Purple,42.47,0,42.47,11/14/2024,33,4.5,TRUE,Changed Mind,340.78,Mainland China,CN,104.076322,30.655452
FB000510,Dresses,Banana Republic,Summer,XL,Purple,68.43,0,68.43,2/28/2024,16,,FALSE,,510.1,Mainland China,CN,114.4978273,38.04410308
FB000511,Shoes,Zara,Fall,XS,Green,165.39,31.8,112.8,6/10/2024,9,4.6,FALSE,,363.33,Mainland China,CN,114.2694855,30.61516382
FB000512,Accessories,Ann Taylor,Winter,,Green,35.36,0,35.36,12/16/2024,42,4.5,FALSE,,722.06,Mainland China,CN,102.7144217,25.04027116
FB000513,Dresses,H&M,Summer,M,Navy,95.73,0,95.73,1/16/2024,6,4.6,FALSE,,499.73,Mainland China,CN,108.9197445,34.23823767
FB000514,Accessories,Banana Republic,Spring,,Brown,72.28,51.3,35.2,2/15/2025,31,1.9,FALSE,,1441.23,Mainland China,CN,121.5866804,38.91219034
FB000515,Outerwear,Ann Taylor,Summer,,White,80.35,0,80.35,11/30/2024,28,2.9,FALSE,,313.75,Mainland China,CN,113.121769,23.010801
FB000516,Bottoms,Banana Republic,Winter,XL,Gray,119.04,0,119.04,6/24/2024,35,1.4,FALSE,,89.64,Mainland China,CN,126.7028723,45.75567247
FB000517,Tops,Gap,Winter,XS,Brown,60.53,42.5,34.8,5/9/2024,8,,TRUE,Color Mismatch,198.54,Mainland China,CN,121.5630341,31.21265465
FB000518,Outerwear,H&M,Fall,M,Navy,92.54,43.8,52.01,7/12/2024,33,1.5,TRUE,Damaged,350.25,Mainland China,CN,116.4909124,39.969671
FB000519,Accessories,Uniqlo,Fall,,Pink,28.4,0,28.4,7/20/2024,4,3.1,FALSE,,130.94,Mainland China,CN,116.4567304,39.96218819
FB000520,Bottoms,Zara,Summer,M,Gray,91.65,0,91.65,7/16/2024,40,3.8,FALSE,,328.16,Mainland China,CN,125.3235233,43.89153721
FB000521,Accessories,Mango,Fall,,Navy,72.57,0,72.57,4/27/2024,27,2.5,FALSE,,633.7,Mainland China,CN,113.7859583,23.02440834
FB000522,Bottoms,H&M,Fall,L,Blue,39.05,0,39.05,4/26/2024,10,3.5,FALSE,,614.24,Mainland China,CN,120.8923101,31.96843752
FB000523,Dresses,Zara,Winter,S,Gray,113.21,0,113.21,11/18/2024,12,4.4,FALSE,,416.08,Mainland China,CN,118.1767559,24.50556179
FB000524,Accessories,Forever21,Spring,,Navy,25.34,0,25.34,7/31/2025,17,3.3,FALSE,,525.27,Mainland China,CN,102.6835505,25.00982297
FB000525,Tops,Mango,Spring,L,Black,98.16,56.7,42.5,2/5/2025,44,2.6,FALSE,,1915.35,Mainland China,CN,116.4750552,39.94915299
FB000526,Tops,Banana Republic,Spring,XS,Purple,60.54,0,60.54,4/10/2025,35,1.7,FALSE,,1315.65,Mainland China,CN,113.3219576,23.11985761
FB000527,Dresses,Zara,Winter,S,Pink,132.61,7.4,122.8,10/17/2024,0,4.2,FALSE,,162.62,Mainland China,CN,117.1702623,39.1477517
FB000528,Outerwear,Ann Taylor,Fall,XL,Pink,234.14,0,234.14,7/6/2024,40,1.7,FALSE,,398.75,Mainland China,CN,119.1110873,36.7119168
FB000529,Accessories,H&M,Fall,,Black,31.86,48.2,16.5,10/19/2024,32,4.5,FALSE,,577.31,Mainland China,CN,114.3471569,30.5528892
FB000530,Accessories,Uniqlo,Spring,,Gray,15.14,36.7,9.58,7/23/2025,41,3.8,FALSE,,1198.43,Mainland China,CN,118.1216955,24.50269161
FB000531,Shoes,H&M,Winter,XS,Purple,77.72,0,77.72,10/2/2024,48,1.1,FALSE,,406.56,Mainland China,CN,119.276449,26.036763
FB000532,Accessories,Zara,Spring,,Gray,78.04,0,78.04,4/9/2025,38,4.9,FALSE,,377.57,Mainland China,CN,120.447911,36.10917228
FB000533,Outerwear,Gap,Fall,M,Brown,169.82,0,169.82,6/1/2024,28,4,FALSE,,170.26,Mainland China,CN,117.1804869,39.13487882
FB000534,Bottoms,H&M,Spring,L,White,94.71,38.9,57.87,8/16/2024,39,4.7,FALSE,,335.31,Mainland China,CN,106.5080353,29.60943796
FB000535,Shoes,Ann Taylor,Spring,XL,Red,112.6,22,87.83,7/22/2025,29,2.1,TRUE,Color Mismatch,1390.52,Mainland China,CN,121.43703,31.197456
FB000536,Bottoms,Zara,Summer,L,Purple,104.16,0,104.16,6/24/2024,21,1.6,FALSE,,201.02,Mainland China,CN,113.389896,22.518272
FB000537,Outerwear,Gap,Winter,XXL,Gray,174.86,0,174.86,4/11/2024,15,1.7,FALSE,,204.75,Mainland China,CN,116.4137614,40.07045271
FB000538,Outerwear,Uniqlo,Spring,L,Purple,217.89,49.4,110.25,11/27/2024,42,2.9,FALSE,,869.81,Mainland China,CN,126.6085482,45.7144802
FB000539,Shoes,Mango,Winter,L,Black,123.14,0,123.14,7/16/2024,15,1.8,TRUE,Wrong Item,276.43,Mainland China,CN,121.4460056,31.32399026
FB000540,Tops,Ann Taylor,Winter,XL,Navy,103.96,0,103.96,6/27/2024,23,3.3,FALSE,,118.28,Mainland China,CN,114.235128,22.697469
FB000541,Dresses,H&M,Spring,XL,Blue,138.45,0,138.45,3/28/2025,18,3.3,FALSE,,1391.24,Mainland China,CN,117.2136068,39.09043389
FB000542,Shoes,Gap,Summer,S,Black,165.1,0,165.1,7/11/2024,7,,FALSE,,313.07,Mainland China,CN,102.7327037,25.07974922
FB000543,Shoes,Gap,Winter,XXL,Gray,147.25,0,147.25,3/27/2024,15,2.7,FALSE,,350.26,Mainland China,CN,121.4078509,31.1727221
FB000544,Shoes,Uniqlo,Fall,L,Pink,126.23,0,126.23,11/3/2024,48,2.1,FALSE,,759.75,Mainland China,CN,113.3579972,22.92365662
FB000545,Outerwear,Ann Taylor,Fall,M,Navy,229.04,0,229.04,8/11/2024,5,4.5,FALSE,,236.94,Mainland China,CN,108.9105462,34.2416094
FB000546,Accessories,Ann Taylor,Winter,,Gray,38.65,32.6,26.05,8/6/2024,46,1.1,FALSE,,195.64,Mainland China,CN,117.2561359,39.12351843
FB000547,Bottoms,Banana Republic,Spring,XS,Pink,80.82,0,80.82,2/11/2025,42,,FALSE,,767.82,Mainland China,CN,117.2222324,31.81804863
FB000548,Accessories,Uniqlo,Spring,,Beige,56.44,0,56.44,3/18/2025,35,4,FALSE,,947.17,Mainland China,CN,117.7068687,39.02439582
FB000549,Dresses,Zara,Fall,M,Beige,121.3,0,121.3,4/10/2024,33,2.3,FALSE,,144.68,Mainland China,CN,114.2674685,30.56854283
FB000550,Bottoms,Gap,Fall,,Black,101.98,28.4,73.02,7/11/2024,40,4.5,FALSE,,88.37,Mainland China,CN,117.2524909,31.85442532
FB000551,Bottoms,Banana Republic,Spring,L,Red,89.99,0,89.99,2/28/2025,26,4.1,FALSE,,423.77,Mainland China,CN,121.404575,31.229185
FB000552,Shoes,Forever21,Summer,XXL,Green,64.31,34.5,42.12,12/11/2024,48,4.5,FALSE,,142.43,Mainland China,CN,119.5385699,26.65178144
FB000553,Dresses,Zara,Spring,L,Beige,168.92,0,168.92,7/14/2025,11,4.4,FALSE,,1067.54,Mainland China,CN,123.3805847,41.81450614
FB000554,Bottoms,Gap,Summer,XL,Navy,86.46,49.5,43.66,12/17/2024,19,4.3,FALSE,,459.49,Mainland China,CN,113.2722398,22.83437761
FB000555,Tops,Forever21,Winter,XS,Red,36.84,18.9,29.88,6/15/2024,39,1.2,FALSE,,109.79,Mainland China,CN,118.580276,24.824902
FB000556,Tops,Ann Taylor,Spring,XS,Pink,38.5,0,38.5,3/6/2025,2,3.2,FALSE,,387.86,Mainland China,CN,115.855433,28.698638
FB000557,Bottoms,Mango,Winter,,Beige,68.02,37.7,42.38,12/22/2024,40,2.1,FALSE,,822.38,Mainland China,CN,112.9750729,28.18945405
FB000558,Dresses,Uniqlo,Fall,M,Brown,117.23,0,117.23,10/5/2024,30,,TRUE,Changed Mind,293.97,Mainland China,CN,120.2515959,30.1818967
FB000559,Tops,Ann Taylor,Spring,S,Navy,79.33,0,79.33,1/30/2025,10,3.4,TRUE,Changed Mind,503.25,Mainland China,CN,116.3349903,40.03025976
FB000560,Bottoms,Mango,Summer,L,Green,75.82,42.7,43.44,6/18/2024,11,2,FALSE,,219.59,Mainland China,CN,108.3912395,22.81340638
FB000561,Dresses,Ann Taylor,Spring,M,White,141.42,0,141.42,3/25/2025,10,2.5,FALSE,,1298.49,Mainland China,CN,118.605056,24.888387
FB000562,Shoes,Uniqlo,Spring,L,Black,124.2,0,124.2,8/28/2024,24,1,FALSE,,541.82,Mainland China,CN,114.0598005,22.53416637
FB000563,Bottoms,Forever21,Winter,L,Navy,48.42,0,48.42,8/6/2024,6,4.3,FALSE,,502.14,Mainland China,CN,118.7653221,32.00888087
FB000564,Dresses,H&M,Fall,XS,Gray,119.4,0,119.4,11/13/2024,45,4.2,FALSE,,525.17,Mainland China,CN,120.4363903,36.16715348
FB000565,Shoes,Mango,Summer,M,Brown,186.07,0,186.07,12/30/2024,41,2.6,FALSE,,159.77,Mainland China,CN,116.5988962,39.92640454
FB000566,Shoes,Mango,Summer,XL,Brown,109.46,0,109.46,3/1/2024,38,4.1,FALSE,,202.1,Mainland China,CN,118.3278769,35.06569213
FB000567,Dresses,Gap,Winter,S,Gray,116.18,42.7,66.57,9/7/2024,3,3.5,FALSE,,132.63,Mainland China,CN,104.067645,30.631042
FB000568,Accessories,Zara,Winter,,Green,41.29,26.3,30.43,11/25/2024,5,4.7,FALSE,,232.66,Mainland China,CN,120.4257699,36.16080098
FB000569,Tops,Uniqlo,Winter,S,Green,94.68,45,52.07,10/28/2024,47,2.6,FALSE,,532.91,Mainland China,CN,117.684379,24.503321
FB000570,Accessories,Zara,Spring,,White,48.55,32.7,32.67,10/1/2024,39,2.8,FALSE,,607.96,Mainland China,CN,125.2952307,43.86710944
FB000571,Tops,Gap,Summer,M,Purple,75.22,0,75.22,8/4/2024,22,2.1,TRUE,Size Issue,94.56,Mainland China,CN,113.945332,22.504401
FB000572,Shoes,H&M,Summer,XS,White,98.95,30.3,68.97,6/8/2024,16,,FALSE,,511.84,Mainland China,CN,104.074545,30.686719
FB000573,Tops,H&M,Spring,XL,Brown,39.56,0,39.56,1/21/2025,15,,FALSE,,1000.04,Mainland China,CN,122.9871261,41.11056918
FB000574,Outerwear,Uniqlo,Winter,S,White,153.88,0,153.88,8/31/2024,42,2.2,FALSE,,296.72,Mainland China,CN,121.5668942,29.83443647
FB000575,Accessories,Ann Taylor,Summer,,Beige,68.87,0,68.87,8/6/2024,9,1.1,FALSE,,308.13,Mainland China,CN,104.112408,30.667557
FB000576,Bottoms,Ann Taylor,Fall,M,Pink,25.56,38.9,15.62,6/23/2024,48,,FALSE,,170.26,Mainland China,CN,108.9638481,34.2296202
FB000577,Outerwear,H&M,Fall,XXL,White,246.49,0,246.49,2/25/2024,20,4.8,FALSE,,561.6,Mainland China,CN,104.0693,30.571955
FB000578,Accessories,H&M,Fall,,Green,52.41,0,52.41,7/31/2024,14,,FALSE,,377.2,Mainland China,CN,113.1539186,23.01160088
FB000579,Tops,Zara,Summer,M,Navy,33.77,0,33.77,12/27/2024,12,3.8,FALSE,,906.6,Mainland China,CN,114.2437593,22.71464015
FB000580,Shoes,H&M,Summer,M,Pink,96.7,0,96.7,6/18/2024,28,3,FALSE,,210.04,Mainland China,CN,113.2673006,23.17232892
FB000581,Dresses,H&M,Spring,M,Red,95.81,0,95.81,5/9/2025,47,4.9,FALSE,,2023.22,Mainland China,CN,113.994378,22.5297
FB000582,Tops,Gap,Fall,M,Brown,41.58,0,41.58,5/3/2024,3,1.6,FALSE,,104.6,Mainland China,CN,119.3270962,26.13986115
FB000583,Tops,Uniqlo,Summer,XL,Gray,46.67,6.6,43.59,8/8/2024,35,1.3,TRUE,Quality Issue,481.49,Mainland China,CN,111.4635088,27.23413047
FB000584,Bottoms,Zara,Winter,L,Beige,25.98,59.4,10.55,3/25/2024,40,,FALSE,,643.84,Mainland China,CN,120.1066402,30.29936265
FB000585,Outerwear,Uniqlo,Summer,L,Beige,204.82,14,176.15,3/15/2024,27,3.8,FALSE,,419.9,Mainland China,CN,121.518155,38.84858
FB000586,Tops,Zara,Winter,XXL,Pink,43.43,47.1,22.97,3/31/2024,44,4.7,FALSE,,188.44,Mainland China,CN,120.1015735,30.88121471
FB000587,Accessories,H&M,Summer,,Blue,40.5,40.5,24.1,12/31/2024,25,2.9,FALSE,,1077.52,Mainland China,CN,120.282692,31.527954
FB000588,Bottoms,Forever21,Winter,M,Red,73.59,16.6,61.37,7/11/2024,34,4,FALSE,,143.87,Mainland China,CN,113.912386,22.566223
FB000589,Accessories,Ann Taylor,Summer,,Navy,17.67,0,17.67,3/1/2024,29,4.3,FALSE,,401.46,Mainland China,CN,119.8372327,31.3652088
FB000590,Dresses,Gap,Winter,S,Green,70.01,28,50.41,2/1/2024,23,,FALSE,,659.69,Mainland China,CN,118.098727,24.579915
FB000591,Shoes,Mango,Fall,XS,Red,79.32,33.7,52.59,3/18/2024,38,3,TRUE,Size Issue,663.64,Mainland China,CN,113.6627816,34.75412199
FB000592,Accessories,Zara,Summer,,Beige,45.24,0,45.24,7/16/2024,20,3,TRUE,Quality Issue,412.76,Mainland China,CN,118.5662985,24.77703269
FB000593,Tops,H&M,Summer,XXL,Red,63.51,13.6,54.87,9/30/2024,19,,FALSE,,573.31,Mainland China,CN,108.3852969,30.8068152
FB000594,Bottoms,Ann Taylor,Winter,XXL,White,55.23,33.6,36.67,8/4/2024,9,,FALSE,,132.06,Mainland China,CN,113.8210874,22.81011697
FB000595,Dresses,Banana Republic,Fall,M,Navy,137.59,0,137.59,12/6/2024,18,,FALSE,,630.41,Mainland China,CN,113.238585,23.403995
FB000596,Shoes,H&M,Fall,,White,65.8,0,65.8,9/28/2024,46,3.2,FALSE,,403.91,Mainland China,CN,106.6885165,26.56475935
FB000597,Shoes,Uniqlo,Winter,XL,Blue,88.42,0,88.42,10/7/2024,44,3.4,TRUE,Damaged,298.35,Mainland China,CN,115.9423969,28.6742268
FB000598,Dresses,Mango,Fall,M,Red,75.54,0,75.54,8/16/2024,6,4.6,FALSE,,211.4,Mainland China,CN,113.39442,22.943358
FB000599,Shoes,H&M,Spring,L,White,185.13,0,185.13,5/9/2025,49,4.9,FALSE,,915.16,Mainland China,CN,113.240356,23.11051569
FB000600,Outerwear,Mango,Fall,L,Black,132.58,0,132.58,8/4/2024,45,1.6,FALSE,,496.17,Mainland China,CN,113.5399057,22.23554755
FB000601,Bottoms,Zara,Fall,M,White,93.38,0,93.38,9/9/2024,7,3.5,FALSE,,197.13,Mainland China,CN,123.994133,41.868736
FB000602,Accessories,Ann Taylor,Fall,,Black,47.28,0,47.28,11/6/2024,38,4.2,FALSE,,250.03,Mainland China,CN,120.3006161,31.6747281
FB000603,Bottoms,Banana Republic,Spring,L,Green,59.88,0,59.88,10/12/2024,33,2.9,FALSE,,76.93,Mainland China,CN,113.0483647,28.2502419
FB000604,Dresses,H&M,Winter,XXL,Black,140.07,0,140.07,10/24/2024,15,2.7,FALSE,,342.14,Mainland China,CN,110.400661,21.274288
FB000605,Accessories,Uniqlo,Winter,,Black,66.6,0,66.6,9/3/2024,47,4,FALSE,,211.6,Mainland China,CN,120.5846618,31.2985645
FB000606,Accessories,Gap,Summer,,Purple,39.82,35.4,25.72,4/25/2024,9,4.6,FALSE,,536.4,Mainland China,CN,103.86369,30.685523
FB000607,Accessories,Zara,Fall,,Red,70.74,0,70.74,8/16/2024,49,1.8,FALSE,,402.15,Mainland China,CN,120.7182804,31.2842322
FB000608,Dresses,Zara,Spring,M,Red,95.33,0,95.33,6/7/2025,36,,TRUE,Quality Issue,1996.09,Mainland China,CN,104.077959,30.656939
FB000609,Accessories,Forever21,Spring,,Red,32.62,29.1,23.13,7/27/2025,9,1.4,FALSE,,1577.51,Mainland China,CN,114.082896,22.72806
FB000610,Bottoms,Mango,Summer,XL,Purple,41.07,0,41.07,1/27/2024,10,4.8,FALSE,,452.44,Mainland China,CN,114.3612757,30.6149811
FB000611,Bottoms,Zara,Winter,XL,Gray,43.1,0,43.1,7/13/2024,34,4.9,FALSE,,438.62,Mainland China,CN,114.4919932,37.06177613
FB000612,Outerwear,Ann Taylor,Winter,XXL,Navy,102.03,27.9,73.56,8/11/2024,21,2.2,TRUE,Size Issue,502.14,Mainland China,CN,126.5944355,45.70191435
FB000613,Accessories,Mango,Winter,,Red,54.11,0,54.11,11/4/2024,15,2.6,FALSE,,113.91,Mainland China,CN,115.4695987,38.87667964
FB000614,Accessories,Mango,Winter,,Purple,43.5,0,43.5,6/30/2024,35,2.8,FALSE,,173.44,Mainland China,CN,103.964052,30.669483
FB000615,Accessories,Banana Republic,Winter,,Pink,66,0,66,3/20/2024,19,2.6,FALSE,,489.54,Mainland China,CN,113.516977,22.231144
FB000616,Bottoms,Banana Republic,Summer,M,White,38.85,0,38.85,1/16/2024,10,3.8,FALSE,,895.62,Mainland China,CN,117.2212797,39.13870696
FB000617,Accessories,Zara,Summer,,Beige,61.29,0,61.29,11/14/2024,15,4,FALSE,,772.3,Mainland China,CN,103.913723,30.595153
FB000618,Bottoms,H&M,Spring,XS,Beige,90.66,0,90.66,3/20/2025,49,2.4,TRUE,Color Mismatch,952.79,Mainland China,CN,114.122479,22.550923
FB000619,Dresses,Mango,Fall,XL,Green,119.96,0,119.96,11/6/2024,5,5,FALSE,,828.3,Mainland China,CN,106.516614,29.539939
FB000620,Shoes,Forever21,Fall,XXL,Red,130.21,0,130.21,9/17/2024,50,4.7,FALSE,,579.95,Mainland China,CN,106.5757678,29.55574752
